LICENCE CODE,LICENSE DESCRIPTION,YEAR,WEEK,AVERAGE DAYS TO ISSUE LICENSE,MEDIAN DAYS TO ISSUE LICENSE,TOTAL LICENSES ISSUED
1010,Limited Business License,2015,07/06/2015 - 07/12/2015,3.72,1,50
1009,Manufacturing Establishments,2015,07/06/2015 - 07/12/2015,212,212,1
1524,Massage Establishment,2015,07/06/2015 - 07/12/2015,17,17,1
1006,Retail Food Establishment,2015,07/06/2015 - 07/12/2015,59.52,15,21
1010,Limited Business License,2015,06/29/2015 - 07/05/2015,1.33,1,54
1009,Manufacturing Establishments,2015,06/29/2015 - 07/05/2015,16,16,1
1006,Retail Food Establishment,2015,06/29/2015 - 07/05/2015,47.5,13,28
1010,Limited Business License,2015,06/22/2015 - 06/28/2015,3.1,1,68
1009,Manufacturing Establishments,2015,06/22/2015 - 06/28/2015,21,21,3
1006,Retail Food Establishment,2015,06/22/2015 - 06/28/2015,24.39,15,31
1275,Filling Station,2015,06/15/2015 - 06/21/2015,8,8,1
1010,Limited Business License,2015,06/15/2015 - 06/21/2015,1.39,1,72
1009,Manufacturing Establishments,2015,06/15/2015 - 06/21/2015,7,7,1
1524,Massage Establishment,2015,06/15/2015 - 06/21/2015,35,35,1
1006,Retail Food Establishment,2015,06/15/2015 - 06/21/2015,34.5,14,46
1002,Accessory Garage,2015,06/08/2015 - 06/14/2015,104,104,1
1010,Limited Business License,2015,06/08/2015 - 06/14/2015,1.55,1,93
1006,Retail Food Establishment,2015,06/08/2015 - 06/14/2015,39.02,14,46
1010,Limited Business License,2015,06/01/2015 - 06/07/2015,11.35,1,75
1009,Manufacturing Establishments,2015,06/01/2015 - 06/07/2015,21,21,1
1006,Retail Food Establishment,2015,06/01/2015 - 06/07/2015,58.33,12,43
1275,Filling Station,2015,05/25/2015 - 05/31/2015,8,8,1
1010,Limited Business License,2015,05/25/2015 - 05/31/2015,3.75,1,61
1006,Retail Food Establishment,2015,05/25/2015 - 05/31/2015,26.04,17,26
1002,Accessory Garage,2015,05/18/2015 - 05/24/2015,8,8,1
1275,Filling Station,2015,05/18/2015 - 05/24/2015,156,156,1
1010,Limited Business License,2015,05/18/2015 - 05/24/2015,4.31,1,59
1009,Manufacturing Establishments,2015,05/18/2015 - 05/24/2015,8.6,6,5
1524,Massage Establishment,2015,05/18/2015 - 05/24/2015,303,303,1
1006,Retail Food Establishment,2015,05/18/2015 - 05/24/2015,33,13,22
1002,Accessory Garage,2015,05/11/2015 - 05/17/2015,2,2,1
1010,Limited Business License,2015,05/11/2015 - 05/17/2015,4.77,1,70
1009,Manufacturing Establishments,2015,05/11/2015 - 05/17/2015,11.5,11,2
1524,Massage Establishment,2015,05/11/2015 - 05/17/2015,31.75,43,8
1006,Retail Food Establishment,2015,05/11/2015 - 05/17/2015,29.8,14,40
1275,Filling Station,2015,05/04/2015 - 05/10/2015,16.75,7,4
1010,Limited Business License,2015,05/04/2015 - 05/10/2015,1.24,1,67
1009,Manufacturing Establishments,2015,05/04/2015 - 05/10/2015,14,14,2
1524,Massage Establishment,2015,05/04/2015 - 05/10/2015,20.2,13,5
1006,Retail Food Establishment,2015,05/04/2015 - 05/10/2015,37.16,14,43
1002,Accessory Garage,2015,04/27/2015 - 05/03/2015,1,1,1
1010,Limited Business License,2015,04/27/2015 - 05/03/2015,1.32,1,93
1009,Manufacturing Establishments,2015,04/27/2015 - 05/03/2015,9,9,1
1006,Retail Food Establishment,2015,04/27/2015 - 05/03/2015,45,13,23
1010,Limited Business License,2015,04/20/2015 - 04/26/2015,1.03,1,97
1009,Manufacturing Establishments,2015,04/20/2015 - 04/26/2015,4,3,3
1524,Massage Establishment,2015,04/20/2015 - 04/26/2015,21,21,1
1006,Retail Food Establishment,2015,04/20/2015 - 04/26/2015,61.32,21,41
1002,Accessory Garage,2015,04/13/2015 - 04/19/2015,1,1,1
1275,Filling Station,2015,04/13/2015 - 04/19/2015,77,77,1
1010,Limited Business License,2015,04/13/2015 - 04/19/2015,1.12,1,89
1009,Manufacturing Establishments,2015,04/13/2015 - 04/19/2015,150.86,70,7
1524,Massage Establishment,2015,04/13/2015 - 04/19/2015,44,44,1
1006,Retail Food Establishment,2015,04/13/2015 - 04/19/2015,42.86,12,28
1275,Filling Station,2015,04/06/2015 - 04/12/2015,16,16,2
1010,Limited Business License,2015,04/06/2015 - 04/12/2015,1.28,1,82
1009,Manufacturing Establishments,2015,04/06/2015 - 04/12/2015,4,4,1
1006,Retail Food Establishment,2015,04/06/2015 - 04/12/2015,48.9,18,29
1002,Accessory Garage,2015,03/30/2015 - 04/05/2015,26.75,28,4
1275,Filling Station,2015,03/30/2015 - 04/05/2015,19,19,1
1010,Limited Business License,2015,03/30/2015 - 04/05/2015,4.13,1,77
1009,Manufacturing Establishments,2015,03/30/2015 - 04/05/2015,26.5,6,4
1524,Massage Establishment,2015,03/30/2015 - 04/05/2015,8,8,1
1006,Retail Food Establishment,2015,03/30/2015 - 04/05/2015,34.21,18,38
1275,Filling Station,2015,03/23/2015 - 03/29/2015,7,7,1
1010,Limited Business License,2015,03/23/2015 - 03/29/2015,3.92,1,84
1009,Manufacturing Establishments,2015,03/23/2015 - 03/29/2015,22,29,3
1524,Massage Establishment,2015,03/23/2015 - 03/29/2015,16.67,17,3
1006,Retail Food Establishment,2015,03/23/2015 - 03/29/2015,41.22,18,45
1275,Filling Station,2015,03/16/2015 - 03/22/2015,11.33,11,3
1010,Limited Business License,2015,03/16/2015 - 03/22/2015,4.02,1,99
1009,Manufacturing Establishments,2015,03/16/2015 - 03/22/2015,13,13,1
1524,Massage Establishment,2015,03/16/2015 - 03/22/2015,46,46,1
1006,Retail Food Establishment,2015,03/16/2015 - 03/22/2015,65.95,23,55
1275,Filling Station,2015,03/09/2015 - 03/15/2015,17.5,17,2
1010,Limited Business License,2015,03/09/2015 - 03/15/2015,27.64,1,96
1006,Retail Food Establishment,2015,03/09/2015 - 03/15/2015,79.67,16,49
1010,Limited Business License,2015,03/02/2015 - 03/08/2015,6.04,1,49
1006,Retail Food Establishment,2015,03/02/2015 - 03/08/2015,67.81,15,21
1010,Limited Business License,2015,02/23/2015 - 03/01/2015,1.07,1,67
1009,Manufacturing Establishments,2015,02/23/2015 - 03/01/2015,9,9,3
1006,Retail Food Establishment,2015,02/23/2015 - 03/01/2015,20.19,9,63
1275,Filling Station,2015,02/16/2015 - 02/22/2015,73,73,1
1010,Limited Business License,2015,02/16/2015 - 02/22/2015,1,1,55
1524,Massage Establishment,2015,02/16/2015 - 02/22/2015,19,19,6
1006,Retail Food Establishment,2015,02/16/2015 - 02/22/2015,60.95,14,21
1010,Limited Business License,2015,02/09/2015 - 02/15/2015,7.26,1,68
1006,Retail Food Establishment,2015,02/09/2015 - 02/15/2015,65.39,13,36
1010,Limited Business License,2015,02/02/2015 - 02/08/2015,3.49,1,63
1006,Retail Food Establishment,2015,02/02/2015 - 02/08/2015,26.62,14,47
1275,Filling Station,2015,01/26/2015 - 02/01/2015,22,22,1
1010,Limited Business License,2015,01/26/2015 - 02/01/2015,3.32,1,93
1009,Manufacturing Establishments,2015,01/26/2015 - 02/01/2015,15.33,7,3
1524,Massage Establishment,2015,01/26/2015 - 02/01/2015,6,6,1
1006,Retail Food Establishment,2015,01/26/2015 - 02/01/2015,57.54,17,54
1010,Limited Business License,2015,01/19/2015 - 01/25/2015,1.14,1,79
1009,Manufacturing Establishments,2015,01/19/2015 - 01/25/2015,11,11,1
1006,Retail Food Establishment,2015,01/19/2015 - 01/25/2015,63.67,26,30
1002,Accessory Garage,2015,01/12/2015 - 01/18/2015,6,6,1
1010,Limited Business License,2015,01/12/2015 - 01/18/2015,2.29,1,87
1009,Manufacturing Establishments,2015,01/12/2015 - 01/18/2015,6.5,6,2
1006,Retail Food Establishment,2015,01/12/2015 - 01/18/2015,58.19,23,52
1010,Limited Business License,2015,01/05/2015 - 01/11/2015,2.24,1,75
1006,Retail Food Establishment,2015,01/05/2015 - 01/11/2015,63.18,28,17
1275,Filling Station,2014,12/29/2014 - 01/04/2015,44,44,1
1010,Limited Business License,2014,12/29/2014 - 01/04/2015,1.64,1,59
1006,Retail Food Establishment,2014,12/29/2014 - 01/04/2015,41.57,13,21
1275,Filling Station,2014,12/22/2014 - 12/28/2014,14,14,1
1010,Limited Business License,2014,12/22/2014 - 12/28/2014,9.05,1,41
1524,Massage Establishment,2014,12/22/2014 - 12/28/2014,19,19,2
1006,Retail Food Establishment,2014,12/22/2014 - 12/28/2014,40.33,13,24
1002,Accessory Garage,2014,12/15/2014 - 12/21/2014,1,1,1
1010,Limited Business License,2014,12/15/2014 - 12/21/2014,1.66,1,76
1009,Manufacturing Establishments,2014,12/15/2014 - 12/21/2014,14.5,14,2
1524,Massage Establishment,2014,12/15/2014 - 12/21/2014,34,34,2
1006,Retail Food Establishment,2014,12/15/2014 - 12/21/2014,42.3,15,23
1002,Accessory Garage,2014,12/08/2014 - 12/14/2014,5,5,1
1010,Limited Business License,2014,12/08/2014 - 12/14/2014,15.07,1,60
1009,Manufacturing Establishments,2014,12/08/2014 - 12/14/2014,15.75,18,4
1524,Massage Establishment,2014,12/08/2014 - 12/14/2014,39,39,1
1006,Retail Food Establishment,2014,12/08/2014 - 12/14/2014,45.38,32,24
1275,Filling Station,2014,12/01/2014 - 12/07/2014,27.33,18,3
1010,Limited Business License,2014,12/01/2014 - 12/07/2014,3.29,1,69
1524,Massage Establishment,2014,12/01/2014 - 12/07/2014,1,1,1
1006,Retail Food Establishment,2014,12/01/2014 - 12/07/2014,34.77,18,39
1275,Filling Station,2014,11/24/2014 - 11/30/2014,139,139,1
1010,Limited Business License,2014,11/24/2014 - 11/30/2014,2.74,1,61
1009,Manufacturing Establishments,2014,11/24/2014 - 11/30/2014,8,8,2
1006,Retail Food Establishment,2014,11/24/2014 - 11/30/2014,64.25,19,20
1275,Filling Station,2014,11/17/2014 - 11/23/2014,7,7,2
1010,Limited Business License,2014,11/17/2014 - 11/23/2014,7.02,1,81
1009,Manufacturing Establishments,2014,11/17/2014 - 11/23/2014,165,165,1
1006,Retail Food Establishment,2014,11/17/2014 - 11/23/2014,45.15,15,46
1275,Filling Station,2014,11/10/2014 - 11/16/2014,23.5,23,2
1010,Limited Business License,2014,11/10/2014 - 11/16/2014,2.46,1,78
1524,Massage Establishment,2014,11/10/2014 - 11/16/2014,503,503,1
1006,Retail Food Establishment,2014,11/10/2014 - 11/16/2014,26.93,13,30
1275,Filling Station,2014,11/03/2014 - 11/09/2014,7,7,1
1010,Limited Business License,2014,11/03/2014 - 11/09/2014,6.37,1,79
1006,Retail Food Establishment,2014,11/03/2014 - 11/09/2014,42.87,19,30
1010,Limited Business License,2014,10/27/2014 - 11/02/2014,1.32,1,79
1524,Massage Establishment,2014,10/27/2014 - 11/02/2014,14,14,1
1006,Retail Food Establishment,2014,10/27/2014 - 11/02/2014,20.48,11,42
1010,Limited Business License,2014,10/20/2014 - 10/26/2014,6.85,1,105
1524,Massage Establishment,2014,10/20/2014 - 10/26/2014,8,8,3
1006,Retail Food Establishment,2014,10/20/2014 - 10/26/2014,55.17,25,36
1010,Limited Business License,2014,10/13/2014 - 10/19/2014,2.59,1,81
1006,Retail Food Establishment,2014,10/13/2014 - 10/19/2014,50.62,21,39
1010,Limited Business License,2014,10/06/2014 - 10/12/2014,2.55,1,102
1009,Manufacturing Establishments,2014,10/06/2014 - 10/12/2014,7,7,2
1524,Massage Establishment,2014,10/06/2014 - 10/12/2014,20,20,2
1006,Retail Food Establishment,2014,10/06/2014 - 10/12/2014,55.03,13,35
1002,Accessory Garage,2014,09/29/2014 - 10/05/2014,568,568,1
1010,Limited Business License,2014,09/29/2014 - 10/05/2014,4.72,1,102
1009,Manufacturing Establishments,2014,09/29/2014 - 10/05/2014,6,6,3
1524,Massage Establishment,2014,09/29/2014 - 10/05/2014,34,34,2
1006,Retail Food Establishment,2014,09/29/2014 - 10/05/2014,32.47,19,45
1002,Accessory Garage,2014,09/22/2014 - 09/28/2014,28,28,2
1275,Filling Station,2014,09/22/2014 - 09/28/2014,6,6,1
1010,Limited Business License,2014,09/22/2014 - 09/28/2014,17.65,1,82
1009,Manufacturing Establishments,2014,09/22/2014 - 09/28/2014,21.75,27,4
1524,Massage Establishment,2014,09/22/2014 - 09/28/2014,36,36,3
1006,Retail Food Establishment,2014,09/22/2014 - 09/28/2014,42.87,15,30
1010,Limited Business License,2014,09/15/2014 - 09/21/2014,5.07,1,126
1006,Retail Food Establishment,2014,09/15/2014 - 09/21/2014,66.45,20,40
1010,Limited Business License,2014,09/08/2014 - 09/14/2014,12.38,1,78
1524,Massage Establishment,2014,09/08/2014 - 09/14/2014,21,21,1
1006,Retail Food Establishment,2014,09/08/2014 - 09/14/2014,41.03,13,37
1010,Limited Business License,2014,09/01/2014 - 09/07/2014,11.1,1,39
1009,Manufacturing Establishments,2014,09/01/2014 - 09/07/2014,15,15,1
1524,Massage Establishment,2014,09/01/2014 - 09/07/2014,20,20,2
1006,Retail Food Establishment,2014,09/01/2014 - 09/07/2014,17,9,20
1002,Accessory Garage,2014,08/25/2014 - 08/31/2014,1,1,1
1010,Limited Business License,2014,08/25/2014 - 08/31/2014,9.49,1,80
1009,Manufacturing Establishments,2014,08/25/2014 - 08/31/2014,14.8,8,5
1524,Massage Establishment,2014,08/25/2014 - 08/31/2014,42,42,1
1006,Retail Food Establishment,2014,08/25/2014 - 08/31/2014,43.16,24,37
1010,Limited Business License,2014,08/18/2014 - 08/24/2014,8.65,1,88
1524,Massage Establishment,2014,08/18/2014 - 08/24/2014,21,21,1
1006,Retail Food Establishment,2014,08/18/2014 - 08/24/2014,33.6,16,20
1010,Limited Business License,2014,08/11/2014 - 08/17/2014,11.84,1,74
1524,Massage Establishment,2014,08/11/2014 - 08/17/2014,22,22,1
1006,Retail Food Establishment,2014,08/11/2014 - 08/17/2014,27.86,15,29
1275,Filling Station,2014,08/04/2014 - 08/10/2014,15,15,1
1010,Limited Business License,2014,08/04/2014 - 08/10/2014,1.86,1,65
1009,Manufacturing Establishments,2014,08/04/2014 - 08/10/2014,14,14,2
1006,Retail Food Establishment,2014,08/04/2014 - 08/10/2014,32.86,15,29
1010,Limited Business License,2014,07/28/2014 - 08/03/2014,2.51,1,80
1524,Massage Establishment,2014,07/28/2014 - 08/03/2014,126,126,1
1006,Retail Food Establishment,2014,07/28/2014 - 08/03/2014,24.5,17,34
1010,Limited Business License,2014,07/21/2014 - 07/27/2014,1.41,1,79
1009,Manufacturing Establishments,2014,07/21/2014 - 07/27/2014,6.67,7,3
1524,Massage Establishment,2014,07/21/2014 - 07/27/2014,12,12,3
1006,Retail Food Establishment,2014,07/21/2014 - 07/27/2014,47.69,15,36
1002,Accessory Garage,2014,07/14/2014 - 07/20/2014,8,8,2
1010,Limited Business License,2014,07/14/2014 - 07/20/2014,4.43,1,91
1009,Manufacturing Establishments,2014,07/14/2014 - 07/20/2014,8,8,4
1006,Retail Food Establishment,2014,07/14/2014 - 07/20/2014,27.33,14,24
1010,Limited Business License,2014,07/07/2014 - 07/13/2014,1.12,1,78
1006,Retail Food Establishment,2014,07/07/2014 - 07/13/2014,40.44,13,25
1010,Limited Business License,2014,06/30/2014 - 07/06/2014,2.4,1,47
1006,Retail Food Establishment,2014,06/30/2014 - 07/06/2014,30.41,12,22
1002,Accessory Garage,2014,06/23/2014 - 06/29/2014,217.67,320,3
1010,Limited Business License,2014,06/23/2014 - 06/29/2014,3.01,1,71
1009,Manufacturing Establishments,2014,06/23/2014 - 06/29/2014,26.5,26,2
1524,Massage Establishment,2014,06/23/2014 - 06/29/2014,10,10,1
1006,Retail Food Establishment,2014,06/23/2014 - 06/29/2014,51.91,18,35
1275,Filling Station,2014,06/16/2014 - 06/22/2014,22,22,1
1010,Limited Business License,2014,06/16/2014 - 06/22/2014,2.91,1,80
1009,Manufacturing Establishments,2014,06/16/2014 - 06/22/2014,10.14,10,7
1524,Massage Establishment,2014,06/16/2014 - 06/22/2014,35,35,4
1006,Retail Food Establishment,2014,06/16/2014 - 06/22/2014,24.47,14,51
1275,Filling Station,2014,06/09/2014 - 06/15/2014,5.5,5,2
1010,Limited Business License,2014,06/09/2014 - 06/15/2014,6.1,1,83
1009,Manufacturing Establishments,2014,06/09/2014 - 06/15/2014,11.25,12,4
1524,Massage Establishment,2014,06/09/2014 - 06/15/2014,29,29,1
1006,Retail Food Establishment,2014,06/09/2014 - 06/15/2014,60.46,19,24
1002,Accessory Garage,2014,06/02/2014 - 06/08/2014,1,1,1
1010,Limited Business License,2014,06/02/2014 - 06/08/2014,4.88,1,101
1524,Massage Establishment,2014,06/02/2014 - 06/08/2014,25,25,1
1006,Retail Food Establishment,2014,06/02/2014 - 06/08/2014,24.5,12,32
1275,Filling Station,2014,05/26/2014 - 06/01/2014,13,13,1
1010,Limited Business License,2014,05/26/2014 - 06/01/2014,6.73,1,55
1009,Manufacturing Establishments,2014,05/26/2014 - 06/01/2014,8,8,2
1006,Retail Food Establishment,2014,05/26/2014 - 06/01/2014,55.48,25,40
1010,Limited Business License,2014,05/19/2014 - 05/25/2014,1.35,1,60
1006,Retail Food Establishment,2014,05/19/2014 - 05/25/2014,41.72,15,46
1275,Filling Station,2014,05/12/2014 - 05/18/2014,36,36,1
1010,Limited Business License,2014,05/12/2014 - 05/18/2014,1.83,1,107
1524,Massage Establishment,2014,05/12/2014 - 05/18/2014,24,24,1
1006,Retail Food Establishment,2014,05/12/2014 - 05/18/2014,38.96,14,57
1275,Filling Station,2014,05/05/2014 - 05/11/2014,6,6,1
1010,Limited Business License,2014,05/05/2014 - 05/11/2014,6.11,1,56
1009,Manufacturing Establishments,2014,05/05/2014 - 05/11/2014,7,7,3
1524,Massage Establishment,2014,05/05/2014 - 05/11/2014,9,9,1
1006,Retail Food Establishment,2014,05/05/2014 - 05/11/2014,26.26,10,43
1002,Accessory Garage,2014,04/28/2014 - 05/04/2014,42,42,2
1275,Filling Station,2014,04/28/2014 - 05/04/2014,9,9,1
1010,Limited Business License,2014,04/28/2014 - 05/04/2014,8.33,1,67
1524,Massage Establishment,2014,04/28/2014 - 05/04/2014,374.33,129,3
1006,Retail Food Establishment,2014,04/28/2014 - 05/04/2014,24.48,12,31
1002,Accessory Garage,2014,04/21/2014 - 04/27/2014,8,8,1
1010,Limited Business License,2014,04/21/2014 - 04/27/2014,9.57,1,58
1006,Retail Food Establishment,2014,04/21/2014 - 04/27/2014,42.11,12,27
1010,Limited Business License,2014,04/14/2014 - 04/20/2014,2.74,1,74
1524,Massage Establishment,2014,04/14/2014 - 04/20/2014,167,167,1
1006,Retail Food Establishment,2014,04/14/2014 - 04/20/2014,48.45,14,29
1275,Filling Station,2014,04/07/2014 - 04/13/2014,18,18,1
1010,Limited Business License,2014,04/07/2014 - 04/13/2014,1.71,1,79
1009,Manufacturing Establishments,2014,04/07/2014 - 04/13/2014,8,8,2
1006,Retail Food Establishment,2014,04/07/2014 - 04/13/2014,39.32,12,25
1010,Limited Business License,2014,03/31/2014 - 04/06/2014,1.76,1,84
1009,Manufacturing Establishments,2014,03/31/2014 - 04/06/2014,6,7,3
1524,Massage Establishment,2014,03/31/2014 - 04/06/2014,34,34,2
1006,Retail Food Establishment,2014,03/31/2014 - 04/06/2014,51.53,24,32
1010,Limited Business License,2014,03/24/2014 - 03/30/2014,2.16,1,61
1009,Manufacturing Establishments,2014,03/24/2014 - 03/30/2014,7,7,5
1006,Retail Food Establishment,2014,03/24/2014 - 03/30/2014,15.45,13,29
1002,Accessory Garage,2014,03/17/2014 - 03/23/2014,15,15,1
1275,Filling Station,2014,03/17/2014 - 03/23/2014,61,61,1
1010,Limited Business License,2014,03/17/2014 - 03/23/2014,1.71,1,75
1009,Manufacturing Establishments,2014,03/17/2014 - 03/23/2014,78.5,78,2
1006,Retail Food Establishment,2014,03/17/2014 - 03/23/2014,29.12,13,52
1010,Limited Business License,2014,03/10/2014 - 03/16/2014,1.34,1,103
1009,Manufacturing Establishments,2014,03/10/2014 - 03/16/2014,8,8,4
1006,Retail Food Establishment,2014,03/10/2014 - 03/16/2014,39.39,30,18
1002,Accessory Garage,2014,03/03/2014 - 03/09/2014,1,1,1
1275,Filling Station,2014,03/03/2014 - 03/09/2014,108.5,108,2
1010,Limited Business License,2014,03/03/2014 - 03/09/2014,1.69,1,52
1009,Manufacturing Establishments,2014,03/03/2014 - 03/09/2014,7.5,7,2
1006,Retail Food Establishment,2014,03/03/2014 - 03/09/2014,29.84,15,31
1275,Filling Station,2014,02/24/2014 - 03/02/2014,29,29,1
1010,Limited Business License,2014,02/24/2014 - 03/02/2014,2.04,1,100
1524,Massage Establishment,2014,02/24/2014 - 03/02/2014,19,19,1
1006,Retail Food Establishment,2014,02/24/2014 - 03/02/2014,38.76,22,21
1002,Accessory Garage,2014,02/17/2014 - 02/23/2014,13,14,3
1010,Limited Business License,2014,02/17/2014 - 02/23/2014,2.83,1,63
1009,Manufacturing Establishments,2014,02/17/2014 - 02/23/2014,7.5,7,4
1524,Massage Establishment,2014,02/17/2014 - 02/23/2014,25,25,2
1006,Retail Food Establishment,2014,02/17/2014 - 02/23/2014,36.8,13,30
1010,Limited Business License,2014,02/10/2014 - 02/16/2014,3.73,1,85
1009,Manufacturing Establishments,2014,02/10/2014 - 02/16/2014,19.5,19,2
1524,Massage Establishment,2014,02/10/2014 - 02/16/2014,81.33,33,3
1006,Retail Food Establishment,2014,02/10/2014 - 02/16/2014,26.24,13,34
1002,Accessory Garage,2014,02/03/2014 - 02/09/2014,4,4,1
1010,Limited Business License,2014,02/03/2014 - 02/09/2014,2.06,1,95
1006,Retail Food Establishment,2014,02/03/2014 - 02/09/2014,22.29,13,21
1275,Filling Station,2014,01/27/2014 - 02/02/2014,35.5,35,2
1010,Limited Business License,2014,01/27/2014 - 02/02/2014,1.28,1,67
1009,Manufacturing Establishments,2014,01/27/2014 - 02/02/2014,35.75,10,4
1006,Retail Food Establishment,2014,01/27/2014 - 02/02/2014,35.13,20,40
1002,Accessory Garage,2014,01/20/2014 - 01/26/2014,9,9,1
1010,Limited Business License,2014,01/20/2014 - 01/26/2014,1.67,1,60
1524,Massage Establishment,2014,01/20/2014 - 01/26/2014,39,39,6
1006,Retail Food Establishment,2014,01/20/2014 - 01/26/2014,40.85,18,20
1002,Accessory Garage,2014,01/13/2014 - 01/19/2014,1,1,1
1275,Filling Station,2014,01/13/2014 - 01/19/2014,7,7,1
1010,Limited Business License,2014,01/13/2014 - 01/19/2014,9.01,1,90
1009,Manufacturing Establishments,2014,01/13/2014 - 01/19/2014,6,6,1
1524,Massage Establishment,2014,01/13/2014 - 01/19/2014,39,39,1
1006,Retail Food Establishment,2014,01/13/2014 - 01/19/2014,72.68,63,19
1010,Limited Business License,2014,01/06/2014 - 01/12/2014,10.12,1,85
1009,Manufacturing Establishments,2014,01/06/2014 - 01/12/2014,94,94,1
1006,Retail Food Establishment,2014,01/06/2014 - 01/12/2014,47.04,22,23
1275,Filling Station,2013,12/30/2013 - 01/05/2014,7,7,2
1010,Limited Business License,2013,12/30/2013 - 01/05/2014,1.8,1,49
1009,Manufacturing Establishments,2013,12/30/2013 - 01/05/2014,17,17,1
1524,Massage Establishment,2013,12/30/2013 - 01/05/2014,30.5,30,2
1006,Retail Food Establishment,2013,12/30/2013 - 01/05/2014,31.19,14,21
1010,Limited Business License,2013,12/23/2013 - 12/29/2013,1.39,1,59
1009,Manufacturing Establishments,2013,12/23/2013 - 12/29/2013,10.5,10,2
1006,Retail Food Establishment,2013,12/23/2013 - 12/29/2013,21.44,14,32
1002,Accessory Garage,2013,12/16/2013 - 12/22/2013,1,1,1
1275,Filling Station,2013,12/16/2013 - 12/22/2013,5,5,1
1010,Limited Business License,2013,12/16/2013 - 12/22/2013,1.29,1,76
1009,Manufacturing Establishments,2013,12/16/2013 - 12/22/2013,35,35,2
1006,Retail Food Establishment,2013,12/16/2013 - 12/22/2013,51.92,33,59
1010,Limited Business License,2013,12/09/2013 - 12/15/2013,1.83,1,47
1006,Retail Food Establishment,2013,12/09/2013 - 12/15/2013,53.31,15,29
1010,Limited Business License,2013,12/02/2013 - 12/08/2013,1.52,1,67
1009,Manufacturing Establishments,2013,12/02/2013 - 12/08/2013,10.8,11,5
1524,Massage Establishment,2013,12/02/2013 - 12/08/2013,16,16,1
1006,Retail Food Establishment,2013,12/02/2013 - 12/08/2013,31.13,18,32
1010,Limited Business License,2013,11/25/2013 - 12/01/2013,2.25,1,55
1006,Retail Food Establishment,2013,11/25/2013 - 12/01/2013,59.26,18,31
1275,Filling Station,2013,11/18/2013 - 11/24/2013,2,2,1
1010,Limited Business License,2013,11/18/2013 - 11/24/2013,4.74,1,81
1009,Manufacturing Establishments,2013,11/18/2013 - 11/24/2013,5.4,4,5
1006,Retail Food Establishment,2013,11/18/2013 - 11/24/2013,23.13,12,39
1010,Limited Business License,2013,11/11/2013 - 11/17/2013,2.43,1,79
1524,Massage Establishment,2013,11/11/2013 - 11/17/2013,21,21,1
1006,Retail Food Establishment,2013,11/11/2013 - 11/17/2013,47.68,19,34
1010,Limited Business License,2013,11/04/2013 - 11/10/2013,1.11,1,79
1006,Retail Food Establishment,2013,11/04/2013 - 11/10/2013,62.22,21,32
1275,Filling Station,2013,10/28/2013 - 11/03/2013,9,9,1
1010,Limited Business License,2013,10/28/2013 - 11/03/2013,4.2,1,76
1009,Manufacturing Establishments,2013,10/28/2013 - 11/03/2013,4,4,2
1006,Retail Food Establishment,2013,10/28/2013 - 11/03/2013,53.72,13,29
1010,Limited Business License,2013,10/21/2013 - 10/27/2013,1.82,1,89
1524,Massage Establishment,2013,10/21/2013 - 10/27/2013,29.4,21,5
1006,Retail Food Establishment,2013,10/21/2013 - 10/27/2013,79.1,19,41
1010,Limited Business License,2013,10/14/2013 - 10/20/2013,4.34,1,64
1009,Manufacturing Establishments,2013,10/14/2013 - 10/20/2013,10,10,2
1524,Massage Establishment,2013,10/14/2013 - 10/20/2013,127,127,1
1006,Retail Food Establishment,2013,10/14/2013 - 10/20/2013,37.33,18,30
1275,Filling Station,2013,10/07/2013 - 10/13/2013,46.5,46,2
1010,Limited Business License,2013,10/07/2013 - 10/13/2013,2.04,1,91
1009,Manufacturing Establishments,2013,10/07/2013 - 10/13/2013,6,6,1
1006,Retail Food Establishment,2013,10/07/2013 - 10/13/2013,53.53,20,36
1275,Filling Station,2013,09/30/2013 - 10/06/2013,28,28,1
1010,Limited Business License,2013,09/30/2013 - 10/06/2013,1.67,1,76
1524,Massage Establishment,2013,09/30/2013 - 10/06/2013,21,21,1
1006,Retail Food Establishment,2013,09/30/2013 - 10/06/2013,24.67,13,49
1275,Filling Station,2013,09/23/2013 - 09/29/2013,28.5,28,2
1010,Limited Business License,2013,09/23/2013 - 09/29/2013,2.38,1,81
1009,Manufacturing Establishments,2013,09/23/2013 - 09/29/2013,11,11,3
1006,Retail Food Establishment,2013,09/23/2013 - 09/29/2013,40.85,28,39
1010,Limited Business License,2013,09/16/2013 - 09/22/2013,2.82,1,79
1006,Retail Food Establishment,2013,09/16/2013 - 09/22/2013,35.35,12,37
1010,Limited Business License,2013,09/09/2013 - 09/15/2013,1.26,1,107
1006,Retail Food Establishment,2013,09/09/2013 - 09/15/2013,56.19,14,26
1275,Filling Station,2013,09/02/2013 - 09/08/2013,85,85,2
1010,Limited Business License,2013,09/02/2013 - 09/08/2013,9.67,1,55
1009,Manufacturing Establishments,2013,09/02/2013 - 09/08/2013,8,8,1
1524,Massage Establishment,2013,09/02/2013 - 09/08/2013,22.5,22,2
1006,Retail Food Establishment,2013,09/02/2013 - 09/08/2013,77.85,13,33
1010,Limited Business License,2013,08/26/2013 - 09/01/2013,1.22,1,87
1009,Manufacturing Establishments,2013,08/26/2013 - 09/01/2013,10,10,2
